Segment,IOU,Precision,Recall,F1 Score
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S1/gt_pcd/S1_trim_leaf1.ply,0.42,1.0,0.42,0.5915492957746479
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S1/gt_pcd/S1_trim_leaf2.ply,0.3413173652694611,0.3413173652694611,1.0,0.5089285714285715
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S1/gt_pcd/S1_trim_stem.ply,0.0657439446366782,0.11377245508982035,0.1347517730496454,0.12337662337662338
Average,0.2757,0.485,0.5183,0.408
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S2/gt_pcd/S2_trimmed_leaf1.ply,0.5511482254697286,1.0,0.5511482254697286,0.7106325706594886
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S2/gt_pcd/S2_trimmed_leaf2.ply,0.2624113475177305,0.2642857142857143,0.9736842105263158,0.4157303370786517
Average,0.4068,0.6321,0.7624,0.5632
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S3/gt_pcd/S3_trimmed_leaf1.ply,0.5734265734265734,1.0,0.5734265734265734,0.7288888888888889
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S3/gt_pcd/S3_trimmed_leaf2.ply,0.3617021276595745,0.38636363636363635,0.85,0.53125
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S3/gt_pcd/S3_trimmed_stem.ply,0.040983606557377046,0.11363636363636363,0.060240963855421686,0.07874015748031496
Average,0.3254,0.5,0.4946,0.4463
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S4/gt_pcd/S4_trimmed_leaf1.ply,0.5185185185185185,1.0,0.5185185185185185,0.6829268292682926
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S4/gt_pcd/S4_trimmed_leaf2.ply,0.9534883720930233,1.0,0.9534883720930233,0.9761904761904763
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S4/gt_pcd/S4_trimmed_stem.ply,0.11688311688311688,0.1487603305785124,0.35294117647058826,0.20930232558139536
Average,0.5296,0.7163,0.6083,0.6228
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S5/gt_pcd/S5_trimmed_leaf1.ply,0.5051546391752577,0.8672566371681416,0.547486033519553,0.6712328767123288
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S5/gt_pcd/S5_trimmed_leaf2.ply,0.2125,0.2328767123287671,0.7083333333333334,0.3505154639175258
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S5/gt_pcd/S5_trimmed_stem.ply,0.020202020202020204,0.035398230088495575,0.0449438202247191,0.039603960396039604
Average,0.246,0.3785,0.4336,0.3538
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S6/gt_pcd/S6_trimmed_leaf1.ply,0.42857142857142855,0.5714285714285714,0.631578947368421,0.6
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S6/gt_pcd/S6_trimmed_leaf2.ply,0.3,0.35294117647058826,0.6666666666666666,0.46153846153846156
/usr/mvl2/lgsm2n/ULProj/pcd_dataset/S6/gt_pcd/S6_trimmed_stem.ply,0.19863013698630136,0.5686274509803921,0.23387096774193547,0.3314285714285714
Average,0.3091,0.4977,0.5107,0.4643
